AGCnr,radeg,decdeg,a,b,zmag,vopt,hiflux,rms,v21,width,widtherr,snr,hisrc,vhelagc, rawrap
100505,11.437083,29.835835,0.4,0.25,14.7,5083,0.78,2.2,5004,65,4,9.8,75,5004,11.437083
102801,11.455833,31.148611,0.35,0.2,16.5,0,1.13,2.1,5066,127,7,10.7,75,5066,11.455833
100895,11.46,49.67028,0.8,0.6,15.1,5771,0,0,0,0,0,0,0,5771,11.46
100508,11.47,20.586945,0.35,0.3,17.5,10728,1.06,2.3,10752,69,17,12.5,75,10752,11.47
100509,11.475833,25.264723,0.8,0.5,15.4,13655,4.9,2.6,13596,687,99,12.2,75,13596,11.475833
101224,11.484583,20.705278,0,0,0,4814,0,0,0,0,0,0,0,4814,11.484583
100511,11.489166,25.219168,0.5,0.5,15.1,13530,0,0,0,0,0,0,52,13530,11.489166
100510,11.502083,35.956112,0.35,0.3,15.7,17185,0,0,0,0,0,0,0,17185,11.502083
100512,11.503333,29.959446,0.85,0.45,14.6,4787,1.09,2.2,4814,276,24,6.8,75,4814,11.503333
102930,11.50625,29.775555,0.3,0.25,15.8,0,1.04,2.3,10639,225,34,6.8,75,10639,11.50625
100517,11.556666,20.581112,0,0,0,17871,0,0,0,0,0,0,0,17871,11.556666
102272,11.560416,25.917778,0.5,0.3,16,0,1.78,2.4,13899,278,64,9.9,75,13899,11.560416
100896,11.563333,49.482502,0.9,0.4,15.3,7177,0,0,0,0,0,0,0,7177,11.563333
103344,11.565416,23.077501,0.5,0.35,16.8,0,0.8,1.4,7473,109,4,12.5,78,7473,11.565416
101225,11.569167,20.736668,0,0,0,6611,0,0,0,0,0,0,0,6611,11.569167
101226,11.570833,20.395277,0,0,0,7277,0,0,0,0,0,0,0,7277,11.570833
102273,11.589582,27.075279,0.5,0.4,19,0,0.52,2.3,10329,64,10,6.5,75,10329,11.589582
102671,11.595833,25.440277,0.45,0.35,16.5,0,1.27,2.3,13458,209,28,8.6,75,13458,11.595833
102672,11.600416,25.070835,0.35,0.25,17,0,1.22,3.1,5275,170,40,6.8,75,5275,11.600416
100523,11.601666,29.62389,0.9,0.75,15.7,4969,1.06,1.7,4953,174,10,5.7,52,4953,11.601666
102931,11.602083,29.656666,0.3,0.2,18,0,1.04,2,4982,116,19,10.5,75,4982,11.602083
478,11.6075,30.238056,1.6,0.25,14.5,5003,1.87,2.3,5004,437,41,8.5,75,5004,11.6075
100530,11.610833,25.621111,0.65,0.4,15.6,0,0.51,0.6,13538,162,3,7.1,52,13538,11.610833
101825,11.616249,26.691944,0.3,0.1,18,0,0.5,2.4,5085,62,4,6,75,5085,11.616249
479,11.6175,31.808611,1.1,0.6,15.3,6252,3.97,2.2,6254,352,9,21.6,75,6254,11.6175
480,11.632916,36.325554,1.6,1.1,13.6,11181,4.84,1.6,11153,545,9,6.9,52,11153,11.632916
101839,11.6375,29.021666,0,0,19.7,5698,0,0,0,0,0,0,0,5698,11.6375
100542,11.6425,29.725,0.75,0.65,15,4816,1.07,2.3,4820,139,20,8.8,75,4820,11.6425
100539,11.660833,36.331112,0.8,0.4,15.6,11229,0,0,0,0,0,0,0,11229,11.660833
100544,11.662916,31.716112,0.5,0.3,15.5,6017,1.36,2,5980,208,3,10.4,75,5980,11.662916
103549,11.664999,21.576946,0.25,0.15,17,0,1.08,2.5,9157,198,8,6.9,75,9157,11.664999
103062,11.669583,20.734722,0,0,0,17288,0,0,0,0,0,0,0,17288,11.669583
100550,11.695833,27.941666,0.6,0.3,15.4,6870,1.38,2.3,6874,275,4,8.3,75,6874,11.695833
100551,11.703333,29.802776,0.8,0.7,15.7,5230,2.13,2.1,10599,238,7,14.6,75,10599,11.703333
102932,11.709167,28.84639,0.25,0.2,17,0,0.74,2.2,6995,96,13,7.8,75,6995,11.709167
483,11.709583,26.476112,1.2,0.5,15.7,4956,2.7,2.2,4951,235,6,17.5,75,4951,11.709583
100552,11.718333,30.275278,0.65,0.2,15.7,0,2.4,2,4723,217,8,18,75,4723,11.718333
100554,11.7325,21.588333,0.68,0.55,16.7,0,1.2,0,5180,72,0,0,18,5180,11.7325
484,11.733749,32.675278,2.8,0.8,14.1,4859,15.31,2.3,4861,417,5,72.1,75,4861,11.733749
100553,11.734166,24.757223,0.45,0.4,15.5,12656,1.21,2.5,12674,85,22,11.4,75,12674,11.734166
104459,11.757084,35.608608,0.5,0.25,17,0,1.36,1.8,6136,175,5,13.1,75,6136,11.757084
102802,11.76125,30.211945,0.52,0.11,17.2,0,0.88,2.2,5288,126,5,8.1,75,5288,11.76125
100556,11.765417,28.067223,0.7,0.4,15.7,5139,1.12,2.1,5131,175,28,9.2,75,5131,11.765417
102551,11.773334,41.136669,0,0,17.2,15546,0,0,0,0,0,0,0,15546,11.773334
103243,11.775001,38.079998,0,0,0,10843,0,0,0,0,0,0,0,10843,11.775001
103244,11.781668,44.534164,0.8,0.7,15.7,5007,0,0,0,0,0,0,0,5007,11.781668
485,11.785001,30.341389,2.2,0.2,14.8,5238,9.75,2.5,5244,366,3,45,75,5244,11.785001
100558,11.792916,23.073891,0.6,0.4,15,7268,0,0,0,0,0,0,0,7268,11.792916
100557,11.793334,32.694168,0.55,0.45,15.1,5084,0.6,2.1,5144,41,23,9.7,75,5144,11.793334
101031,11.803333,29.137222,0.6,0.2,16,5706,1.9,2.3,5757,288,4,11.1,75,5757,11.803333
100560,11.809584,23.05611,0.6,0.4,14.9,7344,0,0,0,0,0,0,0,7344,11.809584
489,11.8275,27.827223,1.8,1.7,15,4764,2.39,2,4740,303,0,15,75,4740,11.8275
103343,11.830834,23.048889,0.86,0.33,16,7585,1.3,2.5,7353,306,6,6.8,75,7353,11.830834
102291,11.834584,27.466389,0.5,0.2,18,0,0,0,4900,0,0,0,78,4900,11.834584
102274,11.835001,26.029722,0.6,0.1,17,0,1.41,2,4702,127,23,13.6,75,4702,11.835001
102966,11.835417,29.879723,0,0,0,0,0.31,1.4,4970,33,2,6.4,78,4970,11.835417
101227,11.846251,20.522223,0,0,0,4224,0,0,0,0,0,0,0,4224,11.846251
103245,11.851251,28.352222,0,0,0,10416,0,0,0,0,0,0,0,10416,11.851251
102803,11.855417,30.7425,0.35,0.3,16.5,0,1.63,2.2,10410,180,12,12.5,75,10410,11.855417
104009,11.856668,21.747778,0.5,0.45,17,0,0.74,2.5,5197,78,6,7.5,75,5197,11.856668
101840,11.862083,31.150555,0.2,0.12,17.7,5209,1.39,2,5294,187,8,11.6,75,5294,11.862083
102933,11.865,28.1775,0.6,0.4,16,0,1.07,2.1,9084,235,5,7.4,75,9084,11.865
102241,11.86625,34.374722,0.35,0,0,-559,0,0,0,0,0,0,0,-559,11.86625
486,11.867084,50.883335,1.3,1,14.8,5169,6.1,3.5,5176,319,18,7.8,56,5176,11.867084
100561,11.881667,31.656389,0.9,0.6,15.7,5072,2.75,2.2,5075,176,2,21.1,75,5075,11.881667
101826,11.906668,26.805555,0.4,0.1,18,0,1.66,2.2,4954,114,5,15.5,75,4954,11.906668
104595,11.920417,33.159447,0.8,0.5,17.8,0,1.72,2.3,4985,144,8,14.1,75,4985,11.920417
100567,11.958751,29.959723,0.5,0.5,15.4,5006,5.08,2.2,5015,107,4,48.9,75,5015,11.958751
100565,11.97,38.420555,0.7,0.7,15.4,9896,0,0,0,0,0,0,0,9896,11.97
100568,11.984584,22.373056,0.3,0.25,14.9,5813,1.7,2.2,5824,196,6,12.4,75,5824,11.984584
103389,12.004583,23.654722,0.5,0.35,16.2,0,2.83,2.6,12983,355,6,12.9,75,12983,12.004583
491,12.005833,27.624722,1.7,1.3,13.4,4990,3.35,2,4938,553,26,13.4,75,4938,12.005833
100569,12.009583,29.957224,0.5,0.5,15.6,10498,0,0,0,0,0,0,0,10498,12.009583
100571,12.03625,28.61389,0.6,0.25,15,7045,0,0,0,0,0,0,0,7045,12.03625
102934,12.041666,28.505833,0.35,0.25,16,0,1.09,2.3,7101,185,7,7.9,75,7101,12.041666
104468,12.047501,29.951389,0.25,0.16,18,0,0,0,5000,0,0,0,78,5000,12.047501
100572,12.054999,27.988611,0.5,0.3,15.6,0,1.38,2.1,7020,265,4,9.2,75,7020,12.054999
100573,12.069167,26.467222,0.55,0.15,15.6,0,0.68,2.2,5269,162,11,5.4,75,5269,12.069167
102804,12.088333,30.6175,0.3,0.3,17.5,0,0.77,2.2,6829,120,30,7.1,75,6829,12.088333
102857,12.100833,31.574167,0.1,0.06,18.5,0,0.35,1.4,5079,47,4,5.1,78,5079,12.100833
102935,12.105417,28.759722,0.6,0.4,15.8,0,1,2.2,4400,76,19,11.7,75,4400,12.105417
104274,12.107917,20.228334,0,0,0,0,0.65,2.1,2581,46,5,10,75,2581,12.107917
103251,12.118334,49.907501,0,0,0,11995,0,0,0,0,0,0,0,11995,12.118334
497,12.144167,27.693333,0.9,0.9,14.3,5183,3.3,2.2,5213,177,15,25.3,75,5213,12.144167
102673,12.172084,24.584167,0.4,0.35,16,0,1.11,2.1,7144,149,31,9.6,75,7144,12.172084
102936,12.181251,28.471666,0.25,0.1,17,0,1.02,2.1,10011,250,13,7,75,10011,12.181251
103252,12.18875,28.054998,0,0,0,5075,0,0,0,0,0,0,0,5075,12.18875
499,12.19625,31.956945,1.6,1.5,15,4507,14.3,2.1,4540,61,2,99.9,75,4540,12.19625
101854,12.214583,24.575279,0,0,0,16163,0,0,0,0,0,0,0,16163,12.214583
104701,12.22375,20.34,0.4,0.3,18,0,0.79,2.3,9281,138,10,6.6,75,9281,12.22375
102805,12.23,31.789444,0.7,0.2,16.2,0,1.35,2.3,5088,155,6,10.3,75,5088,12.23
102937,12.237917,29.062777,0.45,0.4,16,0,0.87,1.9,5197,51,7,14,75,5197,12.237917
101855,12.245417,24.716946,0,0,16.9,15846,0,0,0,0,0,0,0,15846,12.245417
100577,12.247084,42.69389,0,0,0,10250,0,0,0,0,0,0,0,10250,12.247084
103503,12.249583,23.422777,0.4,0.24,16.2,0,0.65,1.3,2137,55,2,8.5,78,2137,12.249583
102292,12.255833,27.755556,0.25,0.1,19,0,0.34,1.3,7025,37,3,6.5,78,7025,12.255833
501,12.258333,28.217501,1.8,0.2,15.2,5090,4.97,2.3,5090,380,2,25.1,75,5090,12.258333
102275,12.307917,27.612778,0.4,0.1,17,0,1.43,2,7056,245,12,10,75,7056,12.307917
102674,12.31,25.293055,0.4,0.35,18,0,1.19,2,13890,131,24,11.4,75,13890,12.31
103504,12.332917,22.988333,0.2,0.16,17.8,0,0.46,0.9,7186,75,3,12.7,78,7186,12.332917
103255,12.344584,33.692223,0.6,0.4,16,15717,0,0,0,0,0,0,0,15717,12.344584
102879,12.350416,31.906111,0,0,0,0,1.33,1.8,4508,50,2,23.2,75,4508,12.350416
102938,12.357083,29.470835,0.25,0.1,17,0,1.31,1.9,10451,217,22,10.5,75,10451,12.357083
102968,12.365833,28.355278,0.2,0.17,18,0,0,0,5000,0,0,0,78,5000,12.365833
100587,12.380834,23.595001,0.1,0.08,18,15966,0,0,0,0,0,0,0,15966,12.380834
104556,12.382084,35.247501,0.7,0.65,17.2,0,1.86,2.5,11258,103,3,16.7,75,11258,12.382084
100584,12.387917,23.573612,0.25,0.1,17,17088,0,0,0,0,0,0,0,17088,12.387917
100585,12.3925,23.578335,0.9,0.7,15.2,16947,0,0,0,0,0,0,0,16947,12.3925
102969,12.395,28.739166,0,0,0,0,0.47,1.5,4457,86,14,7.8,78,4457,12.395
100899,12.396667,23.591667,0.3,0.1,16.2,15981,0,0,0,0,0,0,0,15981,12.396667
101856,12.397083,24.61389,0,0,0,15661,0,0,0,0,0,0,0,15661,12.397083
104702,12.39875,20.070278,0.4,0.35,18.2,0,1,2.1,9243,65,3,12.9,75,9243,12.39875
100900,12.399166,23.584167,0.2,0.2,16.1,17019,0,0,0,0,0,0,0,17019,12.399166
100901,12.402499,23.573334,0.52,0.44,16.2,16303,0,0,0,0,0,0,0,16303,12.402499
506,12.412083,22.933054,1.6,1.3,14.5,7461,0,0.8,7500,0,0,0,52,7461,12.412083
104205,12.428749,24.045555,0.4,0.3,16.8,7157,0,0,0,0,0,0,0,7157,12.428749
509,12.440833,31.601112,1.4,0.5,16.5,5136,2.02,2.1,5134,209,7,14.6,75,5134,12.440833
508,12.449583,32.2775,3.5,3.3,12.6,4651,6.93,2.4,4648,468,7,28,75,4648,12.449583
100588,12.453333,42.555553,0,0,20,16804,0,0,0,0,0,0,0,16804,12.453333
104471,12.460417,35.731388,0.5,0.25,17.8,0,1.54,2,9560,169,14,13.5,75,9560,12.460417
103257,12.46125,28.64889,0,0,0,4954,0,0,0,0,0,0,0,4954,12.46125
102276,12.467084,25.944166,0.7,0.1,17,0,1.1,2.4,4984,149,4,8.5,75,4984,12.467084
102277,12.474999,25.833612,0.4,0.3,16.5,0,1.79,2.6,14122,452,38,6.7,75,14122,12.474999
100591,12.47625,25.406944,0.65,0.2,15.7,15158,0.27,0.4,15171,320,10,3.3,52,15158,12.47625
104472,12.487083,28.976112,0.5,0.3,17.2,0,0,0,8800,0,0,0,78,8800,12.487083
101034,12.490833,21.121389,0,0,0,17298,0,0,0,0,0,0,0,17298,12.490833
510,12.493334,21.719723,1.4,0.4,15.3,4463,3.21,1.6,4535,260,8,10.9,63,4535,12.493334
102806,12.503333,30.130001,0.5,0.2,17,0,2.09,2.4,4696,151,4,16,75,4696,12.503333
104012,12.512917,21.832224,0.22,0.2,18.2,0,0.63,2.2,4574,51,6,8.7,75,4574,12.512917
102807,12.537916,31.498333,0.4,0.35,17.2,0,0.71,2.1,5255,61,8,9.4,75,5255,12.537916
104474,12.540833,29.4575,0.5,0.25,17.2,0,0,0,10700,0,0,0,78,10700,12.540833
511,12.540833,31.730833,1.8,0.4,15.6,4591,3.73,2.3,4601,271,5,22.3,75,4601,12.540833
101827,12.550833,27.223612,0.6,0.4,18,0,1.07,2.2,4935,115,8,10.3,75,4935,12.550833
100594,12.553749,24.497499,0.65,0.65,15.6,10193,5.36,2.7,10096,452,50,20,75,10096,12.553749
102278,12.579582,27.471111,0.45,0.35,18,0,0.91,2.2,10159,130,24,8.2,75,10159,12.579582
100596,12.606667,24.520555,0.55,0.55,15,10103,3.56,1.2,10169,223,2,13.7,52,10169,12.606667
104705,12.6475,21.745277,0.25,0.18,17.2,0,0.66,2.5,9134,55,16,7.8,75,9134,12.6475
104153,12.650833,32.351387,0.6,0.5,19,0,0.41,2,4926,20,4,9.6,75,4926,12.650833
102939,12.657084,29.5075,0.25,0.2,17,0,0.73,1.8,5085,100,6,9.1,75,5085,12.657084
102808,12.659583,32.105,0.45,0.4,17,0,1.49,1.7,5367,41,5,29.1,75,5367,12.659583
102990,12.670417,29.152777,0.5,0.3,15.8,0,2.07,2.4,10423,204,15,13.6,75,10423,12.670417
103391,12.67375,22.6525,0.7,0.2,16.8,0,2.99,2.1,7280,209,7,22.1,75,7280,12.67375
101035,12.694166,48.075275,0,0,0,17845,0,0,0,0,0,0,0,17845,12.694166
103505,12.694166,22.360001,0.4,0.3,17.8,0,0.5,1.5,7305,120,32,7.1,78,7305,12.694166
100723,12.695833,30.530277,0.8,0.14,17.6,6697,1.61,2.1,6689,187,3,12.3,75,6689,12.695833
518,12.70625,30.163889,1.1,1,15.2,10366,2.63,2.1,10377,155,10,22.3,75,10377,12.70625
100598,12.711249,28.700556,0.8,0.2,15.6,4992,3.15,2.2,4975,162,30,25.2,75,4975,12.711249
105511,12.724166,21.773611,0.4,0.2,17.2,7460,0,0,0,0,0,0,0,7460,12.724166
100599,12.727499,25.628056,0.8,0.2,15.7,15162,0,0,0,0,0,0,0,15162,12.727499
102809,12.740833,31.749722,0.3,0.25,18,0,1.32,2.1,5725,94,3,14.3,75,5725,12.740833
102279,12.758334,26.01111,0.5,0.2,17,0,1.18,2.1,10241,225,36,8.2,75,10241,12.758334
104599,12.7675,33.89389,0.4,0.2,17,0,1.55,3,10369,260,65,7.1,75,10369,12.7675
101841,12.774584,28.009722,0,0,17.7,6974,0,0,0,0,0,0,0,6974,12.774584
100600,12.775833,29.5375,0.8,0.7,15.5,5072,1.86,1.7,5055,185,5,17.9,75,5055,12.775833
102700,12.779167,25.54611,0.25,0.25,17,0,0.81,2,13769,63,10,11.1,75,13769,12.779167
104480,12.824584,30.44861,0.2,0.1,18.2,5010,0,0,0,0,0,0,0,5010,12.824584
101828,12.8525,27.267221,0.3,0.1,18,0,0.55,2.2,4526,40,9,8.7,75,4526,12.8525
100757,12.856251,33.935001,0.2,0.2,16.5,5086,0,0,0,0,0,0,0,5086,12.856251
522,12.862083,40.725002,1.1,0.7,14.6,5855,1.47,2.1,5860,199,15,5,56,5860,12.862083
102675,12.8725,25.901943,0.4,0.25,16,0,2.1,2.6,14838,513,54,6.9,75,14838,12.8725
525,12.893751,29.716389,1.7,1,15.5,4931,2.82,2.2,4928,215,4,19.8,75,4928,12.893751
102619,12.895834,29.696943,4.7,3.2,0,-418,0,0,0,0,0,0,0,-418,12.895834
524,12.895834,29.401112,0.9,0.9,14.5,10763,2.29,2.3,10782,245,16,14.3,75,10782,12.895834
100604,12.927083,22.513334,0.9,0.1,15.7,0,2.45,2.2,7299,344,10,13.2,75,7299,12.927083
102810,12.945001,31.203335,0.5,0.45,18,0,1.26,2.4,6906,213,5,8.1,75,6906,12.945001
103392,12.96125,23.326946,0.5,0.4,16.5,11006,1.55,2.8,10942,233,5,8.2,75,10942,12.96125
100606,12.969584,25.515278,0.5,0.4,0,9962,0,0,0,0,0,0,0,9962,12.969584
103393,12.9775,23.480833,0.2,0.1,16.5,2622,1.03,2.4,2622,76,6,10.9,75,2622,12.9775
528,13.017917,47.550278,2.8,2.8,10.5,640,29.8,0,640,156,9,0,-1,640,13.017917
529,13.050834,29.676666,1,0.22,14.3,5555,0,0,0,0,0,0,0,5555,13.050834
530,13.057501,44.330833,1.1,0.25,15.5,5331,0,0,0,0,0,0,0,5331,13.057501
104600,13.064583,32.42028,0.18,0.13,18,0,0.44,2,4900,29,8,8.9,75,4900,13.064583
104601,13.087084,33.086109,0.5,0.18,17.8,0,1.42,2.6,5121,150,12,10,75,5121,13.087084
104602,13.087916,33.746666,0.5,0.25,17,0,1.89,2.3,10386,319,15,10.2,75,10386,13.087916
102811,13.091666,31.442221,0.3,0.22,16.5,0,0.79,2.3,4520,120,16,7,75,4520,13.091666
534,13.125834,24.351112,1.8,1.3,14.6,10168,8.71,2.3,10165,568,33,30.2,75,10165,13.125834
535,13.13125,26.1325,1,0.6,15.5,14797,1.98,2.3,14788,232,23,12.8,75,14788,13.13125
103262,13.13125,46.338333,0,0,0,14353,0,0,0,0,0,0,0,14353,13.13125
102280,13.144167,27.111389,0.4,0.35,19,11502,0.73,2.1,11462,71,3,9.1,75,11462,13.144167
536,13.14625,29.207224,1,0.5,16.5,4863,0.97,2,4856,217,15,7.2,75,4856,13.14625
102812,13.151667,32.058887,0.6,0.6,16.5,0,0.91,1.9,5329,71,8,12.8,75,5329,13.151667
100903,13.165,39.885002,0.6,0.55,15.2,4001,0,0,0,0,0,0,0,4001,13.165
101692,13.167084,32.21611,0.7,0.22,18,4899,1.68,2.1,4909,97,4,17.8,75,4909,13.167084
102281,13.17,27.38611,0.2,0.1,17.3,0,0.79,2.1,6851,127,4,7.4,75,6851,13.17
100609,13.175417,30.639166,0.8,0.7,14.7,6684,0,0,0,0,0,0,0,6684,13.175417
103263,13.205001,34.342777,0,0,0,15838,0,0,0,0,0,0,0,15838,13.205001
100724,13.2225,31.634445,0.7,0.07,0,8277,1.83,2.2,8281,254,4,11.5,75,8281,13.2225
539,13.222917,41.970554,1.2,1.1,14.7,0,4.37,4.6,10010,61,3,14.6,68,10010,13.222917
102940,13.22875,29.564444,0.3,0.2,16.5,0,0.65,1.8,4955,110,9,7.7,75,4955,13.22875
102941,13.230417,29.405277,0.5,0.25,18,0,0.79,1.8,4903,134,12,8.2,75,4903,13.230417
540,13.242917,29.032223,0.7,0.35,14.1,4985,4.98,2.3,4974,233,14,31.5,75,4974,13.242917
101037,13.252083,50.34222,0.8,0.22,17,6258,0,0,0,0,0,0,0,6258,13.252083
101731,13.254583,31.013611,0.4,0.3,18.5,5993,1.54,2,5991,154,4,13.6,75,5991,13.254583
101829,13.2825,27.486111,0.5,0.4,18,0,1.61,2.2,4744,62,3,20.9,75,4744,13.2825
541,13.28875,21.926388,1.2,0.2,16,7296,2.05,2.5,7304,279,8,11,75,7304,13.28875
101040,13.299583,31.648611,0.54,0.16,15.8,5528,1.85,2.2,5536,232,4,12.5,75,5536,13.299583
101842,13.307083,31.015278,0,0,16,5993,0,0,0,0,0,0,0,5993,13.307083
102813,13.319167,31.628889,0.35,0.25,16.2,0,1.89,2.3,6078,194,3,13.3,75,6078,13.319167
102282,13.327499,25.911943,0.6,0.2,18.5,0,1.77,2.2,6980,237,16,11.8,75,6980,13.327499
102814,13.332084,31.238611,0.67,0.18,16,0,1.13,2.3,4564,238,99,7.3,75,4564,13.332084
102815,13.33625,31.711945,0.45,0.3,16.2,0,2.16,2.4,7340,223,2,13.2,75,7340,13.33625
103414,13.3375,32.638889,0.5,0.3,17,0,0.75,2.3,5481,122,21,6.5,75,5481,13.3375
101691,13.340833,30.084446,0.3,0.15,18.9,4956,0.71,2.3,4954,87,6,7.4,75,4954,13.340833
542,13.36125,29.27,2.3,0.3,14.8,4512,14.48,2,4510,372,2,86,75,4510,13.36125
103265,13.362083,47.441113,0,0,0,11889,0,0,0,0,0,0,0,11889,13.362083
100615,13.367917,32.482224,0.7,0.5,14.8,5556,0,0,0,0,0,0,0,5556,13.367917
100725,13.378333,28.276945,0.98,0.08,16,7501,3.64,2.4,10865,395,4,17.3,75,10865,13.378333
103266,13.3875,31.335556,0,0,0,10361,0,0,0,0,0,0,0,10361,13.3875
100617,13.393333,21.513334,0.4,0.3,15.5,6910,1.81,2.6,6907,293,28,9.2,75,6907,13.393333
100616,13.39625,31.419722,0.8,0.6,15.5,5456,1.17,2.4,5385,392,82,5.5,75,5385,13.39625
102816,13.405833,31.574167,0.5,0.2,16.5,0,1.44,2.3,5204,117,4,13.1,75,5204,13.405833
101131,13.41,41.100555,0.8,0.3,15.3,4944,0,0,0,0,0,0,0,4944,13.41
102283,13.444167,27.063334,0.3,0.2,19,0,1.02,2.3,10129,126,44,8.7,75,10129,13.444167
104557,13.445,35.443333,0.5,0.45,17.2,0,0.9,2,11233,183,6,7.3,75,11233,13.445
102817,13.470417,30.227501,0.35,0.2,16.5,0,0.72,2.3,4692,122,18,6.4,75,4692,13.470417
547,13.48,24.772223,1.4,0.35,15.3,4905,0.45,0.7,4976,278,16,4,52,4905,13.48
102942,13.480833,29.120834,0.5,0.45,16,0,1.35,2.3,10963,161,11,10.4,75,10963,13.480833
100621,13.485416,20.3925,0.55,0.4,15.6,10907,0.87,0.8,10894,195,7,7,52,10894,13.485416
100620,13.495,40.413334,0.6,0.2,15.7,5752,0,0,0,0,0,0,0,5752,13.495
101042,13.510833,25.801666,0.4,0.2,16.2,13683,1.41,2.4,13691,379,41,6.9,75,13691,13.510833
103506,13.514166,22.304167,0.3,0.2,17,0,0,0,7500,0,0,0,78,7500,13.514166
105251,13.514583,32.153057,0.25,0.17,17.8,0,0,0,7300,0,0,0,78,7300,13.514583
100622,13.520416,30.345556,0.9,0.35,15.3,6765,1.13,2.3,6804,227,6,7.4,75,6804,13.520416
104492,13.530416,32.172501,0.4,0.3,19,0,0.65,2.3,7637,82,6,7,75,7637,13.530416
101078,13.553749,31.476389,0.8,0.25,15.8,5500,0,0,0,0,0,0,0,5500,13.553749
102676,13.573333,25.4375,0.6,0.2,16,0,0.92,2.1,9974,213,26,6.7,75,9974,13.573333
548,13.595417,31.664999,1.4,1.2,14.8,6606,4.52,2.3,6604,234,7,28.8,75,6604,13.595417
104494,13.619166,29.133055,0.5,0.35,18.2,0,0,0,4600,0,0,0,78,4600,13.619166
102284,13.629582,26.583334,0.2,0.2,18,0,0.96,2.4,14563,157,13,7.3,75,14563,13.629582
100624,13.649166,42.276112,0.7,0.7,15.6,5759,0,0,0,0,0,0,0,5759,13.649166
101732,13.665833,31.992779,0.5,0.4,16.8,6667,0,0,5400,0,0,0,78,5400,13.665833
100625,13.672916,28.760555,0.35,0.2,15.3,7014,0,0,0,0,0,0,0,7014,13.672916
100626,13.672916,24.869722,0.9,0.8,15.5,13471,1.95,2.3,13521,114,20,18.1,75,13521,13.672916
549,13.675416,36.764999,1.1,0.1,15.7,6035,3.01,1.5,6062,237,7,11.4,63,6062,13.675416
550,13.678332,21.522223,2.5,1.2,15.1,2679,10.7,2,2670,260,20,0,50,2670,13.678332
104497,13.681666,33.020554,0.3,0.2,18.5,0,0,0,10400,0,0,0,78,10400,13.681666
554,13.694583,28.716389,1.2,0.4,15.6,11055,0.81,2.2,11114,143,6,6.9,75,11114,13.694583
557,13.695833,31.365557,1.1,0.5,14.9,4498,5,2.2,4496,250,11,32.1,75,4496,13.695833
555,13.702499,28.866388,1,0.2,14.9,6783,0,0,0,0,0,0,0,6783,13.702499
102818,13.703333,31.743055,0.6,0.45,15.8,0,3.55,2.2,6029,199,4,25.3,75,6029,13.703333
556,13.709583,29.246389,1.2,0.7,15.3,4629,6.04,2,4638,364,9,35.7,75,4638,13.709583
100916,13.7125,29.273611,0.52,0.2,16.4,4631,0,0,0,0,0,0,0,4631,13.7125
551,13.714999,44.730556,1.4,0.7,18,0,1.38,0,5357,222,19,0,19,5357,13.714999
101857,13.732917,25.889723,0.12,0.1,18.4,13737,1.07,2.6,13774,247,28,5.9,75,13774,13.732917
101858,13.735,25.885555,0.18,0.15,16.8,13606,0,0,0,0,0,0,0,13606,13.735
561,13.74625,30.804722,1.5,0.7,16,4685,7.22,2.3,4688,375,3,36.3,75,4688,13.74625
102285,13.774167,28.087502,0.3,0.1,18,0,0.89,2,10988,196,25,6.9,75,10988,13.774167
562,13.781668,31.541945,2.2,0.9,13.5,5456,6.47,2.5,5467,457,7,25.8,75,5467,13.781668
100905,13.796667,42.221111,0.8,0.6,15.5,5536,0,0,0,0,0,0,0,5536,13.796667
103063,13.80375,21.601944,0,0,17.7,13011,0,0,0,0,0,0,0,13011,13.80375
564,13.80875,35.433891,1,0.7,15.7,11041,2.63,2,10959,202,10,20.3,75,10959,13.80875
104277,13.815833,21.682777,0.25,0.12,18,0,0.38,2.3,1765,21,6,7.4,75,1765,13.815833
566,13.826667,31.729723,1.5,1.5,15.7,6302,10.09,2.3,6299,214,2,66.6,75,6299,13.826667
567,13.831251,31.748611,1.1,0.4,14.9,6083,0,0,0,0,0,0,0,6083,13.831251
565,13.840417,31.676945,1.2,0.3,15.4,5649,2.55,2.3,5638,254,6,15.3,75,5638,13.840417
100630,13.844168,30.486944,0.75,0.2,15.7,5149,0.81,2.1,5143,154,36,6.9,75,5143,13.844168
102819,13.874166,29.902777,0.4,0.2,17,0,1.07,2.2,6932,257,70,6.7,75,6932,13.874166
103507,13.879167,23.234446,0.4,0.2,18,0,0,0,5100,0,0,0,78,5100,13.879167
103396,13.880417,23.758612,0.18,0.12,18.5,0,1.68,2.5,13118,235,4,9.6,75,13118,13.880417
100634,13.885834,30.398056,0.8,0.35,15.7,6675,2.16,2.2,6666,230,2,14.4,75,6666,13.885834
102972,13.889584,29.744722,0.9,0.22,17,5107,0.66,1.5,5093,211,22,6.8,78,5093,13.889584
100635,13.8975,24.195,0.58,0.5,17.6,0,0.96,1.9,4975,78,9,12.5,75,4975,13.8975
104706,13.902083,21.811943,0.4,0.2,17.8,0,1.34,2.5,7228,139,11,10.3,75,7228,13.902083
103401,13.903749,23.628611,0.4,0.2,17,0,1.15,2.4,10288,197,5,7.7,75,10288,13.903749
103272,13.923333,49.035278,0.8,0.25,16.5,5879,2.03,0,5896,386,0,8.4,47,5896,13.923333
