AGCNr,Name,RAdeg_HI,Decdeg_HI,RAdeg_OC,DECdeg_OC,Vhelio,W50,errW50,HIflux,errflux,SNR,RMS,Dist,logMsun,HIcode,useradeg,usedecdeg,wrapradeg
114493,        ,18.565,22.79694,18.56167,22.79694,10186,196,7,1.12,0.08,7.5,2.38,141.1,9.72,1,18.56167,22.79694,18.56167
110144,520-031 ,18.61542,34.06028,18.605,34.05833,4257,67,3,1.01,0.06,11.3,2.42,58.6,8.91,1,18.605,34.05833,18.605
115130,        ,18.6275,32.66528,18.62458,32.66,6687,144,7,0.77,0.07,6.5,2.2,91.4,9.18,1,18.62458,32.66,18.62458
113908,        ,18.63375,30.04222,18.63792,30.04222,10352,165,16,0.91,0.07,7.3,2.15,143.7,9.65,1,18.63792,30.04222,18.63792
112563,        ,18.645,32.5275,18.64875,32.51861,6749,120,29,0.57,0.07,5,2.32,92.3,9.06,2,18.64875,32.51861,18.64875
113909,        ,18.66958,30.37583,18.665,30.3825,6920,132,6,0.98,0.07,8.2,2.32,94.6,9.32,1,18.665,30.3825,18.665
115651,        ,18.67917,33.10694,18.67583,33.10833,6690,129,7,0.91,0.07,7.9,2.28,91.4,9.25,1,18.67583,33.10833,18.67583
110150,Eder Dw ,18.68833,27.13889,18.68958,27.135,3617,108,1,5.35,0.07,49.9,2.3,49.5,9.49,1,18.68958,27.135,18.68958
113910,        ,18.7275,31.27639,18.725,31.27222,2298,86,12,1.16,0.06,11.6,2.4,31.2,8.43,1,18.725,31.27222,18.725
796,I1653   ,18.78125,33.38334,18.78167,33.37722,4786,142,5,2.37,0.09,14.4,3.09,70.3,9.44,1,18.78167,33.37722,18.78167
110158,520-032 ,18.78458,33.78333,18.79083,33.79028,4455,241,13,0.94,0.09,5.3,2.55,43.5,8.62,2,18.79083,33.79028,18.79083
798,I1654   ,18.79625,30.19528,18.79958,30.19472,4899,208,5,5.85,0.09,36.3,2.49,71.7,9.85,1,18.79958,30.19472,18.79958
111182,        ,18.82417,28.53472,18.82708,28.52806,4308,189,4,1.85,0.11,9.6,3.13,59.4,9.19,1,18.82708,28.52806,18.82708
800,502-012 ,18.83958,28.49222,18.83042,28.48944,4806,172,2,2.55,0.1,15.5,2.79,66.6,9.43,1,18.83042,28.48944,18.83042
804,N 447   ,18.9025,33.07389,18.90708,33.0675,5599,193,3,2.79,0.1,16.9,2.65,70.3,9.51,1,18.90708,33.0675,18.90708
113911,        ,18.91125,31.65111,18.9075,31.65639,10350,69,7,1.17,0.05,14.8,2.1,143.7,9.76,1,18.9075,31.65639,18.9075
113912,        ,18.93292,30.66139,18.93417,30.66722,12656,268,5,1.37,0.09,8.1,2.3,176.6,10,1,18.93417,30.66722,18.93417
110169,502-014 ,18.94667,31.82556,18.95625,31.82889,4479,83,32,0.72,0.06,7.7,2.3,61.8,8.81,1,18.95625,31.82889,18.95625
810,N 444   ,18.95792,31.07833,18.95708,31.08028,4836,255,3,5.42,0.1,28.5,2.66,47.2,9.45,1,18.95708,31.08028,18.95708
113814,M+404001,18.95917,24.36861,18.96,24.36361,8170,274,19,3.86,0.09,22.9,2.27,112.4,10.06,1,18.96,24.36361,18.96
809,520-033 ,18.96042,33.81667,18.96625,33.81055,4202,291,12,5.29,0.12,25.9,2.67,68.2,9.76,1,18.96625,33.81055,18.96625
110177,N 451   ,19.04458,33.0725,19.05167,33.06417,4849,258,19,2.84,0.1,14.3,2.75,70.3,9.52,1,19.05167,33.06417,19.05167
110178,481-001 ,19.0575,25.18555,19.05208,25.19167,8949,226,19,1.31,0.09,8.6,2.27,123.5,9.67,1,19.05208,25.19167,19.05208
820,N 452   ,19.06375,31.0375,19.06208,31.03361,4965,465,4,8.56,0.12,35.4,2.32,56.8,9.81,1,19.06208,31.03361,19.06208
110180,502-021 ,19.13708,28.98222,19.13792,28.975,8165,205,16,3.13,0.09,19.7,2.47,112.4,9.97,1,19.13792,28.975,19.13792
112511,        ,19.17958,26.92139,19.17917,26.91194,12277,102,7,0.78,0.07,7.6,2.26,171.1,9.73,1,19.17917,26.91194,19.17917
113913,        ,19.18542,31.68806,19.18833,31.68528,16217,262,60,1.21,0.09,7.5,2.22,227.5,10.17,1,19.18833,31.68528,19.18833
115657,        ,19.21333,32.23278,19.21625,32.22334,10408,124,5,0.89,0.06,7.8,2.27,144.6,9.64,1,19.21625,32.22334,19.21625
113914,        ,19.275,30.98639,19.275,30.98056,16980,242,66,1.15,0.09,7.2,2.29,238.4,10.19,1,19.275,30.98056,19.275
113845,        ,19.33583,24.1375,19.34083,24.13778,8194,86,7,0.61,0.05,6.6,2.2,112.7,9.26,1,19.34083,24.13778,19.34083
114208,        ,19.33417,32.71722,19.32625,32.72583,11162,155,29,0.94,0.08,6.6,2.53,155.3,9.73,1,19.32625,32.72583,19.32625
115658,        ,19.355,32.92945,19.35458,32.92056,11190,225,9,1.3,0.1,7.4,2.61,155.8,9.87,1,19.35458,32.92056,19.35458
113815,        ,19.41042,24.13445,19.4075,24.14305,11645,287,29,2.06,0.09,12.4,2.19,162,10.11,1,19.4075,24.14305,19.4075
112512,        ,19.41917,27.01417,19.42667,27.00917,12127,150,2,1.98,0.08,15.9,2.27,169,10.12,1,19.42667,27.00917,19.42667
113751,        ,19.42625,26.96611,19.42083,26.96334,16099,83,5,0.66,0.07,6.7,2.41,225.7,9.9,1,19.42083,26.96334,19.42083
115659,        ,19.42708,33.475,19.43,33.46278,6800,132,6,1.33,0.11,6.9,3.7,93.1,9.43,1,19.43,33.46278,19.43
114039,        ,19.48208,28.94944,19.47958,28.94583,10221,278,6,1.28,0.1,7.8,2.21,141.8,9.78,1,19.47958,28.94583,19.47958
113752,        ,19.51375,27.18694,19.52292,27.18806,12427,91,7,0.74,0.06,7.7,2.25,173.3,9.72,1,19.52292,27.18806,19.52292
115202,        ,19.59833,32.19639,19.59583,32.19695,10354,164,4,1.57,0.07,12.8,2.14,143.8,9.88,1,19.59583,32.19695,19.59583
114040,        ,19.60208,29.11278,19.6125,29.11528,7858,130,17,0.92,0.07,8.2,2.2,108,9.4,1,19.6125,29.11528,19.6125
113915,        ,19.63917,31.76278,19.62958,31.77028,12490,156,10,1.06,0.07,8.8,2.14,174.3,9.88,1,19.62958,31.77028,19.62958
835,502-023 ,19.6675,31.03833,19.6675,31.03583,6835,251,16,1.87,0.08,11.9,2.21,93.5,9.59,1,19.6675,31.03583,19.6675
110191,502-022 ,19.66417,32.26111,19.66875,32.25639,10484,146,5,1.65,0.08,12.3,2.48,145.7,9.92,1,19.66875,32.25639,19.66875
115590,        ,19.66958,35.22556,19.66667,35.21528,5096,97,6,1.06,0.06,10.3,2.33,70.8,9.1,1,19.66667,35.21528,19.66667
113816,        ,19.69458,24.45222,19.69708,24.45389,4956,144,13,1.04,0.07,9.2,2.1,68.7,9.06,1,19.69708,24.45389,19.69708
113817,        ,19.69875,24.18806,19.69417,24.18972,8265,120,20,1.67,0.07,15.9,2.12,113.7,9.71,1,19.69417,24.18972,19.69417
110192,I1668   ,19.71,33.15973,19.72083,33.17278,5714,103,9,0.57,0.07,4.9,2.57,70.7,8.83,2,19.72083,33.17278,19.72083
841,502-025 ,19.78958,33.02889,19.79208,33.03,5575,288,2,2.49,0.09,14.4,2.28,64.3,9.38,1,19.79208,33.03,19.79208
110816,MK 980  ,19.81125,34.85833,19.81792,34.85806,4835,104,7,1.09,0.06,10.1,2.35,67,9.06,1,19.81792,34.85806,19.81792
114496,        ,19.83375,22.325,19.8325,22.32139,11834,134,7,0.83,0.07,6.3,2.54,164.7,9.72,1,19.8325,22.32139,19.8325
115416,        ,19.93917,34.13334,19.93917,34.13277,3861,243,8,1.03,0.09,5.7,2.58,68.7,9.06,2,19.93917,34.13277,19.93917
857,I1666   ,19.97292,32.47083,19.97292,32.46695,4877,156,2,2.7,0.06,27.4,1.76,68.7,9.48,1,19.97292,32.46695,19.97292
115660,        ,19.9725,33.19361,19.98291,33.20834,5643,30,13,0.46,0.05,7.7,2.35,78.8,8.83,1,19.98291,33.20834,19.98291
110207,502-031 ,19.97375,32.94528,19.97667,32.94861,4418,227,2,4.66,0.09,29.3,2.36,60.9,9.61,1,19.97667,32.94861,19.97667
110407,M+404003,19.99708,23.9675,19.995,23.965,6766,179,3,2.88,0.07,23.5,2.05,92.3,9.76,1,19.995,23.965,19.995
113818,        ,20.06042,24.74806,20.06458,24.74944,11610,213,13,1.46,0.09,9.3,2.39,161.6,9.95,1,20.06458,24.74944,20.06458
869,        ,20.07792,30.77167,20.08292,30.75917,10288,330,8,1.05,0.1,5.9,2.2,142.8,9.7,2,20.08292,30.75917,20.08292
115418,        ,20.11667,32.46194,20.10708,32.45917,17297,148,40,0.96,0.06,9.1,1.92,243,10.13,1,20.10708,32.45917,20.10708
115612,        ,20.12292,35.30833,20.12625,35.30944,11731,241,12,1.51,0.09,9.2,2.36,163.6,9.98,1,20.12625,35.30944,20.12625
110222,I  96   ,20.13667,29.61556,20.13833,29.61722,4505,214,5,2.41,0.08,16.9,2.18,62.1,9.34,1,20.13833,29.61722,20.13833
111439,        ,20.15583,33.55833,20.15708,33.55694,5342,187,9,1.41,0.1,8.2,2.79,68.7,9.2,1,20.15708,33.55694,20.15708
873,502-037 ,20.16375,30.39444,20.16708,30.39361,15143,287,2,3.67,0.1,20,2.41,212.2,10.59,1,20.16708,30.39361,20.16708
872,I1672   ,20.16292,29.69722,20.15958,29.69889,7044,341,4,3.09,0.1,17.5,2.14,96.5,9.83,1,20.15958,29.69889,20.15958
110228,502-039 ,20.21708,33.42083,20.22125,33.42556,5475,211,42,1.62,0.11,8.3,2.99,68.7,9.26,1,20.22125,33.42556,20.22125
110229,521-003 ,20.23208,34.98056,20.23667,34.98639,4590,206,11,1.23,0.08,8.3,2.3,63.4,9.07,1,20.23667,34.98639,20.23667
884,        ,20.24333,25.52695,20.24458,25.54861,9039,117,21,0.7,0.06,7,2.05,124.9,9.41,1,20.24458,25.54861,20.24458
877,502-040 ,20.24667,29.23611,20.24333,29.23139,9636,412,56,1.11,0.09,6.4,1.88,133.5,9.67,2,20.24333,29.23139,20.24333
113753,        ,20.26125,26.08806,20.25875,26.08889,3103,41,4,0.51,0.04,8.5,2.1,42.2,8.33,1,20.25875,26.08889,20.25875
878,521-004 ,20.27042,33.89167,20.2625,33.89833,4310,81,14,0.47,0.06,4.5,2.57,68.7,8.72,2,20.2625,33.89833,20.2625
110233,I1677a  ,20.27625,33.21667,20.27917,33.21611,5421,79,3,7.57,0.06,93.1,2.03,68.7,9.92,1,20.27917,33.21611,20.27917
115669,        ,20.34417,33.65722,20.34667,33.65139,5331,134,6,1.1,0.07,9.5,2.22,68.7,9.09,1,20.34667,33.65139,20.34667
115147,2MFGC   ,20.37792,32.19722,20.38875,32.20195,10440,253,68,1.34,0.11,7,2.68,145.1,9.82,1,20.38875,32.20195,20.38875
114041,        ,20.41084,28.30694,20.40375,28.30333,8469,228,3,2.96,0.09,17.9,2.44,116.8,9.98,1,20.40375,28.30333,20.40375
905,M+404007,20.44958,23.78611,20.44667,23.78083,11447,446,4,2.22,0.12,9.4,2.37,159.2,10.12,1,20.44667,23.78083,20.44667
114042,        ,20.45083,28.52889,20.45042,28.53056,4202,118,4,2.56,0.07,21,2.5,57.7,9.3,1,20.45042,28.53056,20.45042
111285,        ,20.47333,31.18889,20.48667,31.19083,17388,203,7,1.01,0.08,6.8,2.33,244.3,10.15,1,20.48667,31.19083,20.48667
911,502-051 ,20.52458,32.20945,20.54125,32.21556,10525,168,6,0.86,0.07,6.9,2.16,146.3,9.64,1,20.54125,32.21556,20.54125
112545,        ,20.54625,31.25222,20.56042,31.25472,4914,70,50,0.58,0.06,6.5,2.4,68.1,8.8,1,20.56042,31.25472,20.56042
913,521-008 ,20.5625,34.66667,20.5625,34.66889,5140,275,9,2.95,0.1,16.9,2.35,68.6,9.51,1,20.5625,34.66889,20.5625
110255,502-054 ,20.57208,28.79972,20.5725,28.79861,4198,195,6,2.64,0.08,18.4,2.28,44.1,9.08,1,20.5725,28.79861,20.5725
110264,481-004b,20.67542,26.87861,20.67958,26.86667,9069,245,7,1.88,0.09,11.6,2.33,125.3,9.84,1,20.67958,26.86667,20.67958
110268,521-011 ,20.69375,33.96889,20.70292,33.96833,5498,376,66,1.27,0.12,5.9,2.47,76.6,9.24,2,20.70292,33.96833,20.70292
110275,502-056 ,20.7275,28.83222,20.72708,28.83556,4413,198,15,2.17,0.08,15.6,2.21,60.8,9.28,1,20.72708,28.83556,20.72708
113918,        ,20.74375,32.17334,20.7475,32.17861,10650,46,7,0.57,0.05,8.1,2.3,148.1,9.47,1,20.7475,32.17861,20.7475
919,N 494   ,20.74667,33.16778,20.73042,33.17389,5372,417,60,1.25,0.13,5.2,2.59,68.6,9.14,2,20.73042,33.17389,20.73042
110276,521-013 ,20.75875,34.13417,20.75708,34.13417,5106,182,5,1.6,0.1,10.5,2.52,68.6,9.25,1,20.75708,34.13417,20.75708
113754,        ,20.77167,25.91167,20.78167,25.89917,16430,130,9,0.75,0.08,6.4,2.3,230.5,9.97,2,20.78167,25.89917,20.78167
114481,        ,20.775,22.15028,20.77292,22.14444,15143,203,42,2.43,0.11,13.6,2.79,212,10.41,1,20.77292,22.14444,20.77292
927,N 496   ,20.79667,33.53056,20.79833,33.52889,6006,287,8,6.24,0.15,23.6,3.48,68.6,9.84,1,20.79833,33.52889,20.79833
114563,        ,20.82667,33.35,20.83667,33.34528,4925,64,7,0.74,0.06,6.9,2.96,68.6,8.91,1,20.83667,33.34528,20.83667
934,502-063a,20.86708,30.78944,20.86833,30.78417,10457,485,11,1.75,0.12,7.1,2.28,145.3,9.94,1,20.86833,30.78417,20.86833
115591,        ,20.8575,34.72972,20.8525,34.73444,5165,24,9,0.4,0.06,6.9,2.52,68.6,8.65,1,20.8525,34.73444,20.8525
940,521-016 ,20.895,34.57055,20.90792,34.56916,6987,279,7,3.57,0.1,20,2.39,95.8,9.89,1,20.90792,34.56916,20.90792
937,502-066 ,20.90083,32.63695,20.90625,32.63,4743,126,17,1.17,0.07,10.2,2.26,70.6,9.14,1,20.90625,32.63,20.90625
113820,        ,20.95542,24.54083,20.9475,24.54639,16235,200,16,1.09,0.1,7.3,2.38,227.7,10.12,1,20.9475,24.54639,20.9475
124910,        ,20.96625,33.0375,20.95667,33.03889,6602,69,10,0.74,0.07,7.2,2.73,90.3,9.15,1,20.95667,33.03889,20.95667
110292,502-069 ,20.97417,32.65,20.96625,32.65834,12294,370,64,1.36,0.15,5,3.19,171.6,9.97,2,20.96625,32.65834,20.96625
110298,FGC 159 ,20.9825,28.63056,20.98708,28.63305,4125,118,15,1.81,0.07,16.5,2.25,56.6,9.14,1,20.98708,28.63305,20.98708
113919,        ,20.99,32.07472,20.99417,32.07694,17555,130,7,0.83,0.07,7.1,2.29,246.7,10.08,1,20.99417,32.07694,20.99417
110300,521-017 ,20.99458,33.85694,21.00583,33.86583,5155,125,20,0.97,0.09,6.4,3.03,68.6,9.03,2,21.00583,33.86583,21.00583
944,N 512   ,20.99708,33.90694,20.99917,33.90778,4856,530,4,5.57,0.14,18.6,2.52,88.3,10.01,1,20.99917,33.90778,20.99917
113920,        ,21.01375,31.62695,21.00792,31.63445,4626,97,27,0.6,0.05,6.9,1.97,63.8,8.76,1,21.00792,31.63445,21.00792
948,        ,21.015,27.04944,21.01708,27.04611,4916,166,11,2.42,0.07,18.4,2.28,68,9.42,1,21.01708,27.04611,21.01708
112513,        ,21.01542,28.10083,21.015,28.09917,4073,167,2,2.85,0.07,23.4,2.11,55.8,9.32,1,21.015,28.09917,21.015
115573,        ,21.02458,34.00917,21.02542,34.0125,6758,101,21,0.65,0.07,5.5,2.61,92.5,9.12,2,21.02542,34.0125,21.02542
110301,502-073 ,21.03625,28.61222,21.04292,28.60667,4229,108,39,0.58,0.06,5.7,2.2,58.1,8.66,2,21.04292,28.60667,21.04292
110302,502-074 ,21.0375,32.76472,21.04542,32.76611,6012,159,4,3.48,0.08,24.7,2.49,84.2,9.76,1,21.04542,32.76611,21.04542
115436,        ,21.06667,35.36111,21.06333,35.35694,4694,21,4,0.79,0.03,16.2,2.22,64.8,8.89,1,21.06333,35.35694,21.06333
115613,M+604015,21.06917,34.56278,21.07417,34.5525,6936,293,12,1.77,0.11,9,2.56,95.1,9.58,1,21.07417,34.5525,21.07417
113821,        ,21.075,25.60028,21.07375,25.60861,8155,247,6,2.44,0.09,15.3,2.27,112.3,9.86,1,21.07375,25.60861,21.07375
113822,        ,21.08833,25.48361,21.08833,25.48361,8108,252,3,3.38,0.09,20.8,2.29,111.6,10,1,21.08833,25.48361,21.08833
115592,        ,21.1275,35.34722,21.12292,35.3475,4822,155,3,1.5,0.07,11.6,2.32,66.7,9.2,1,21.12292,35.3475,21.12292
115593,        ,21.20042,35.47278,21.19375,35.47195,4672,99,8,0.9,0.05,10.6,1.9,64.5,8.95,1,21.19375,35.47195,21.19375
113921,        ,21.21167,31.31556,21.20333,31.31111,2324,54,18,0.95,0.07,12,2.39,31.4,8.34,1,21.20333,31.31111,21.20333
110313,502-080 ,21.21208,32.22611,21.20625,32.23444,10587,241,95,0.98,0.1,5.6,2.52,147.2,9.7,2,21.20625,32.23444,21.20625
975,521-021 ,21.31542,34.36666,21.31542,34.35917,4894,234,4,1.55,0.09,9.5,2.38,55.5,9.05,1,21.31542,34.35917,21.31542
979,N 523   ,21.33292,34.02611,21.33625,34.02472,4761,474,5,11.33,0.13,43.7,2.44,68.6,10.1,1,21.33625,34.02472,21.33625
987,502-082 ,21.37708,32.13917,21.38125,32.13583,4653,375,3,5.57,0.11,27.7,2.32,56.2,9.62,1,21.38125,32.13583,21.38125
114043,        ,21.39667,29.62194,21.39125,29.62083,4613,89,9,0.64,0.05,7.4,2.03,63.6,8.79,1,21.39125,29.62083,21.39125
114044,        ,21.41208,29.31389,21.41333,29.32,7278,50,5,0.77,0.04,13.1,1.81,99.8,9.26,1,21.41333,29.32,21.41333
112550,        ,21.52167,29.72528,21.52125,29.72639,7750,266,8,4.46,0.1,25.7,2.38,106.6,10.08,1,21.52125,29.72639,21.52125
110324,Eder Dw ,21.54625,27.96611,21.53667,27.96556,4018,79,9,0.75,0.06,8.9,2.09,55,8.73,1,21.53667,27.96556,21.53667
113922,        ,21.54209,31.64806,21.53917,31.64917,5098,102,3,1.21,0.05,13.4,1.98,70.7,9.15,1,21.53917,31.64917,21.53917
113923,mph     ,21.54917,32.13778,21.55417,32.13639,4195,83,4,1.44,0.06,16.1,2.19,57.6,9.05,1,21.55417,32.13639,21.55417
115203,        ,21.57875,32.63528,21.59167,32.63528,4135,73,6,1.55,0.05,18.9,2.14,56.7,9.07,1,21.59167,32.63528,21.59167
1013,N 536   ,21.5775,34.69806,21.59084,34.70306,5191,505,8,9.15,0.14,31.4,2.58,62.5,9.93,1,21.59084,34.70306,21.59084
113924,        ,21.60917,31.01056,21.60833,31.00917,13470,82,6,0.83,0.05,8.9,2.29,188.4,9.84,1,21.60833,31.00917,21.60833
110327,N 542   ,21.63292,34.68834,21.62875,34.67528,4663,296,76,1.28,0.11,6.4,2.6,68.5,9.15,1,21.62875,34.67528,21.62875
110329,502-085 ,21.64,31.61556,21.64,31.61639,13552,367,11,1.88,0.1,10.8,2.03,189.5,10.2,1,21.64,31.61639,21.64
114045,        ,21.7275,29.72139,21.73208,29.72611,7788,172,12,1.95,0.08,14,2.37,107.2,9.72,1,21.73208,29.72611,21.73208
110334,521-028 ,21.76083,33.95639,21.75875,33.95555,4143,224,4,1.43,0.08,9.5,2.26,87.5,9.41,1,21.75875,33.95555,21.75875
1033,502-086 ,21.89792,31.55222,21.89583,31.55472,4039,341,2,17.91,0.11,90.4,2.4,52.5,10.07,1,21.89583,31.55472,21.89583
113755,        ,21.97917,27.45556,21.97833,27.45528,9148,185,7,1.25,0.09,8.4,2.42,126.5,9.67,1,21.97833,27.45528,21.97833
1045,502-087 ,21.99917,32.03222,22.00375,32.03278,6411,312,3,7.36,0.1,39.1,2.38,87.6,10.12,1,22.00375,32.03278,22.00375
1051,        ,22.06417,28.99056,22.06958,28.98806,7435,156,3,3.07,0.08,21.4,2.56,102.1,9.88,1,22.06958,28.98806,22.06958
1048,N 561   ,22.07833,34.31139,22.07833,34.30806,4675,234,9,2.69,0.1,15.1,2.6,68.5,9.47,1,22.07833,34.30806,22.07833
115463,        ,22.09083,34.50139,22.10042,34.50278,5244,29,3,0.59,0.04,10.7,2.22,72.8,8.87,1,22.10042,34.50278,22.10042
115594,        ,22.09792,33.96889,22.11333,33.96278,4425,104,3,1.19,0.07,11.1,2.33,68.5,9.12,1,22.11333,33.96278,22.11333
113925,        ,22.12917,31.49195,22.13458,31.49611,16879,376,12,1.8,0.11,8.8,2.35,237.1,10.38,1,22.13458,31.49611,22.13458
113823,        ,22.19583,24.90306,22.19917,24.88972,8664,124,34,1.14,0.06,10.6,2.15,119.6,9.58,1,22.19917,24.88972,22.19917
1054,        ,22.20042,34.35,22.20292,34.34555,2661,178,2,4.18,0.08,29.2,2.39,36,9.11,1,22.20292,34.34555,22.20292
110353,502-089 ,22.21334,31.70444,22.21458,31.69278,7478,169,4,1.15,0.07,9.2,2.13,102.8,9.46,1,22.21458,31.69278,22.21458
110357,502-090 ,22.23458,31.31139,22.24167,31.31333,16796,186,15,1.05,0.08,7.2,2.38,235.9,10.14,1,22.24167,31.31333,22.24167
110363,502-093 ,22.30167,33.66667,22.305,33.66833,6617,237,3,2.64,0.08,17.4,2.2,90.6,9.71,1,22.305,33.66833,22.305
1066,        ,22.33625,32.0625,22.33667,32.06445,5069,164,4,2.55,0.08,18.9,2.35,60.8,9.35,1,22.33667,32.06445,22.33667
115465,        ,22.39583,33.79778,22.40625,33.79333,6598,102,4,2.6,0.07,21.7,2.64,90.3,9.7,1,22.40625,33.79333,22.40625
110368,521-038 ,22.40708,33.82639,22.41833,33.83194,6582,89,14,2.94,0.09,26.5,2.61,90.1,9.75,1,22.41833,33.83194,22.41833
112515,        ,22.4375,27.38361,22.43083,27.39361,12643,143,9,1.86,0.07,15.3,2.28,176.5,10.14,1,22.43083,27.39361,22.43083
110369,502-097 ,22.43917,32.01556,22.4425,32.02111,6332,248,57,1.16,0.08,8,2.06,86.5,9.31,1,22.4425,32.02111,22.4425
110370,502-095 ,22.43375,32.805,22.42542,32.80917,4712,133,8,1.23,0.07,9.7,2.44,65,9.09,1,22.42542,32.80917,22.42542
1069,N 571   ,22.48125,32.50167,22.48375,32.50083,4655,79,2,6.72,0.05,94.7,1.77,64.2,9.81,1,22.48375,32.50083,22.48375
110374,502-099 ,22.52292,29.785,22.52167,29.77667,12450,379,23,1.8,0.11,9.3,2.23,173.8,10.11,1,22.52167,29.77667,22.52167
1074,        ,22.52125,33.31833,22.52,33.31139,5500,100,2,1.71,0.07,14.5,2.62,76.6,9.37,1,22.52,33.31139,22.52
1073,481-008 ,22.53167,25.86667,22.53125,25.86333,3674,153,2,11.46,0.08,82.1,2.52,50.1,9.83,1,22.53125,25.86333,22.53125
113926,        ,22.60583,31.4025,22.59875,31.40417,12992,173,17,1.15,0.08,8.4,2.31,181.6,9.95,1,22.59875,31.40417,22.59875
110381,        ,22.62833,30.06444,22.62125,30.06194,11044,306,60,0.85,0.09,4.9,2.23,153.7,9.68,2,22.62125,30.06194,22.62125
110384,481-009 ,22.65417,22.26056,22.6575,22.26639,10230,212,4,1.3,0.08,8.6,2.31,141.9,9.79,1,22.6575,22.26639,22.6575
113927,        ,22.67625,30.38278,22.68208,30.38611,12467,188,11,1.37,0.09,8.3,2.69,174.1,9.99,1,22.68208,30.38611,22.68208
111965,        ,22.67917,30.98028,22.67667,30.98278,4956,61,2,1.61,0.06,17.2,2.65,68.5,9.25,1,22.67667,30.98278,22.67667
113928,        ,22.68458,31.82833,22.68542,31.82583,7575,231,8,1.56,0.08,10.7,2.14,104.2,9.6,1,22.68542,31.82583,22.68542
110389,481-010 ,22.72,25.91667,22.70917,25.915,11211,268,26,1.26,0.09,7.6,2.27,156,9.86,1,22.70917,25.915,22.70917
110388,502-101 ,22.72125,30.93083,22.71417,30.91805,12919,222,33,1.03,0.13,4.8,3.21,180.5,9.9,2,22.71417,30.91805,22.71417
114499,        ,22.81958,22.51083,22.82792,22.50611,10344,61,4,1.29,0.05,15.9,2.3,143.6,9.8,1,22.82792,22.50611,22.82792
114500,2MFGC   ,22.82792,22.48333,22.83833,22.47806,10294,397,2,3.5,0.11,16.5,2.38,142.8,10.23,1,22.83833,22.47806,22.83833
112546,        ,22.83583,28.80805,22.83875,28.80333,4808,63,7,0.52,0.05,6.2,2.37,66.4,8.73,2,22.83875,28.80333,22.83875
1084,F476-05 ,22.83833,23.95083,22.84208,23.95389,3415,72,3,5.88,0.05,71.1,2.16,46.4,9.47,1,22.84208,23.95389,22.84208
110395,502-102 ,22.85833,31.5025,22.85125,31.51222,11241,357,5,1.9,0.1,10.3,2.19,156.6,10.04,1,22.85125,31.51222,22.85125
113929,        ,22.86333,30.42444,22.8675,30.41889,7877,141,5,0.91,0.07,7.5,2.28,108.5,9.4,1,22.8675,30.41889,22.8675
1086,521-040 ,22.88458,34.7775,22.895,34.7825,4155,200,6,3.29,0.09,21.2,2.45,59.7,9.44,1,22.895,34.7825,22.895
115671,        ,22.90375,32.98972,22.90625,32.98917,10638,437,5,2.1,0.12,8.9,2.41,148,10.04,1,22.90625,32.98917,22.90625
115595,        ,22.91875,34.15,22.92375,34.14917,7262,65,7,1.07,0.06,11.5,2.56,99.8,9.4,1,22.92375,34.14917,22.92375
1089,N 579   ,22.9375,33.61194,22.94458,33.61555,4988,196,5,4.39,0.09,28.6,2.45,70.7,9.71,1,22.94458,33.61555,22.94458
112516,        ,22.97125,27.33222,22.975,27.32917,3820,30,4,0.48,0.05,8.9,2.19,52.1,8.49,2,22.975,27.32917,22.975
113930,        ,22.97583,32.14528,22.98125,32.14584,12360,217,16,1.2,0.08,8.6,2.11,172.6,9.93,1,22.98125,32.14584,22.98125
1094,N 582   ,22.98333,33.47694,22.99208,33.47583,4347,452,6,8.96,0.17,25.9,3.42,61.9,9.91,1,22.99208,33.47583,22.99208
110402,502-106 ,23.01292,33.17972,23.0175,33.17945,10487,239,18,2.74,0.09,16.6,2.38,145.9,10.14,1,23.0175,33.17945,23.0175
1095,502-107 ,23.04833,32.10694,23.05583,32.1025,12381,199,14,1.18,0.09,7.4,2.54,172.9,9.92,1,23.05583,32.1025,23.05583
115672,M+504068,23.08292,32.7625,23.08625,32.75722,13796,193,5,1.29,0.09,7.9,2.61,193.1,10.05,1,23.08625,32.75722,23.08625
113931,        ,23.14208,31.45861,23.13833,31.45806,10787,153,11,0.87,0.07,6.9,2.25,150.1,9.66,1,23.13833,31.45806,23.13833
113932,        ,23.14458,31.86083,23.15,31.87306,10859,235,24,1.19,0.08,8.6,2.02,151.2,9.81,1,23.15,31.87306,23.15
1100,N 587   ,23.14792,35.36361,23.13917,35.35806,4526,433,3,6.09,0.12,26.7,2.35,59.6,9.71,1,23.13917,35.35806,23.13917
114046,        ,23.14667,28.96056,23.14833,28.96472,7699,125,4,2.76,0.06,26.2,2.1,105.9,9.86,1,23.14833,28.96472,23.14833
115596,        ,23.16292,35.79194,23.15417,35.78528,5316,125,5,0.91,0.06,9.2,1.96,73.8,9.07,1,23.15417,35.78528,23.15417
113933,        ,23.23042,30.30778,23.22333,30.30528,10289,145,8,0.93,0.07,7.8,2.2,143,9.65,1,23.22333,30.30528,23.22333
115597,        ,23.27333,34.63083,23.26417,34.62555,5524,91,22,2,0.08,19.7,2.38,76.9,9.45,1,23.26417,34.62555,23.26417
112518,        ,23.315,26.25194,23.315,26.24861,6952,296,3,3.02,0.09,18.1,2.17,95.2,9.81,1,23.315,26.24861,23.315
